

    0.737222494332288370E-03    0.395409350585937500E+04    0.348211492475020577E+03   -0.232105914777147859E+01    0.458238829088762289E+00   -0.845381734063547441E+00    0.189887906121117311E+03
    0.737094500162305765E-03    0.395409130859375000E+04    0.345122590436533187E+03   -0.419652258527776212E+00    0.206899091933395862E+01   -0.140470413959576845E+01    0.706684941732724837E+04
    0.736337065047258698E-03    0.395409082031250000E+04    0.349161657307754126E+03   -0.105711532690782661E+02    0.231509301885620411E+00   -0.617864476124083239E+00    0.111397480638271048E+03
    0.735849835190704907E-03    0.395408959960937500E+04    0.338216501393548242E+03    0.832934988252603148E+00    0.651745429583589636E-01   -0.561852655800056056E+00    0.235740164832216891E+03
    0.735901720913454218E-03    0.395408691406250000E+04    0.346410814158313599E+03   -0.924247269899598223E+01    0.382306138731490830E+00   -0.974817106495894592E+00    0.352883841766617877E+03
    0.735684145376829294E-03    0.395408496093750000E+04    0.339054880725383157E+03   -0.664070268644843509E+01    0.155417722625814347E+01   -0.134505906146789300E+01    0.222676901310652602E+04
    0.737264400651604294E-03    0.395407812500000000E+04    0.344651101008588853E+03   -0.277153914472589236E+01    0.782375324864344329E-01   -0.442796732068231336E+00    0.145473537587718766E+03
    0.736596702049306228E-03    0.395407739257812500E+04    0.329063898572312212E+03   -0.412312569514189420E+01    0.145835385926821187E+00   -0.763508775138824092E+00    0.305975587073530619E+03
    0.735749959759946165E-03    0.395407714843750000E+04    0.339707042782061990E+03   -0.121964975907805240E+02    0.690040866672019582E+00   -0.111942220308481488E+01    0.598802962631210676E+03
    0.735532429092783445E-03    0.395407519531250000E+04    0.343779613954433955E+03   -0.181601483469283664E+01    0.444744707838185815E-01   -0.398616084790909042E+00    0.175371016445625884E+03
    0.734956009873184452E-03    0.395407421875000000E+04    0.354476812109604282E+03   -0.136651696600563781E+02    0.257906681105542113E+01   -0.133605393823567198E+01    0.289862998358157756E+04
    0.734200772261493859E-03    0.395407373046875000E+04    0.333563654051630067E+03    0.579916772275221604E+01    0.271410071260417496E+00   -0.947609296594016826E+00    0.541695799436344601E+03
    0.734611150999537341E-03    0.395407006835937500E+04    0.347393323335180582E+03   -0.128620477944529483E+02    0.588798105689399137E-01   -0.416110204824182262E+00    0.148876080607835462E+03
    0.735560302328705702E-03    0.395406494140625000E+04    0.330741327045226001E+03    0.508883710909228171E+01    0.856354427873948915E-01   -0.619615841466425010E+00    0.282380141664788482E+03
    0.734714751415127955E-03    0.395406469726562500E+04    0.344839686980792862E+03   -0.347936840173569806E+01    0.474632094714084879E-01   -0.281877552019050626E+00    0.101770511717219790E+03
    0.734407871945438450E-03    0.395406298828125000E+04    0.348667602542919951E+03   -0.859570849794624792E+01    0.618880192670949514E+00   -0.905955847721603647E+00    0.146046231097453187E+03
    0.734011514170810329E-03    0.395406152343750000E+04    0.359505677369874604E+03   -0.156518992784211122E+02    0.275017731327615911E+01   -0.131167116294510500E+01    0.125524810283053603E+04
