    0.105556941032409668E+03    0.347028598812136977E+02    0.391499780242287656E+02    0.826250672340393066E+01    0.151456950704377823E+04   -0.293290863406622054E+39   -0.668461146725127175E+01    1
    0.349060192108154297E+03    0.652923493937845478E+01    0.332729018429284329E+01    0.768471598625183105E+01    0.331526404879442816E+04   -0.143688175253460199E+39   -0.668586146725130259E+01    1
    0.271050202846527100E+03    0.583951464213253075E+02    0.737849306125706872E-01    0.943145990371704102E+01    0.827675482624173355E+03   -0.820705343255176818E+38   -0.668711146725128192E+01    1
    0.252005767822265625E+02   -0.522078163881877657E+02    0.624756152644740589E-01    0.948403000831604004E+01    0.757852677429618211E+03   -0.439211371367084165E+38   -0.668836146725129232E+01    1
    0.104844503402709961E+03   -0.628807808822764400E+02    0.128881361100355946E+03    0.667301416397094727E+01    0.635482108367267574E+04   -0.237511478588873864E+38   -0.668961146725132405E+01    1
    0.303533899784088135E+03    0.956975967861106369E+01    0.411017525652398330E+01    0.828578829765319824E+01    0.139244798093708368E+04   -0.217909924122604776E+38   -0.669086146725131048E+01    1
    0.338372855186462402E+03    0.119702642643860031E+02    0.147431861546264947E+00    0.976931214332580566E+01    0.490095321461450567E+03   -0.114437525554277475E+38   -0.669211146725130490E+01    1
    0.320953924655914307E+03    0.190979784191729181E+02    0.127481375797285144E-02    0.968422532081604004E+01    0.806474611807181532E+03   -0.104758075160090775E+38   -0.669336146725130110E+01    1
    0.876544833183288574E+02    0.182128905294605659E+02    0.458978009026531666E+02    0.836651206016540527E+01    0.970799156334311647E+03   -0.968058430764860452E+37   -0.669461146725131684E+01    1
    0.301707701683044434E+03    0.279876862371450557E+02    0.627034594425476908E-02    0.763257622718811035E+01    0.527931857561577363E+04   -0.734330344127909755E+37   -0.669586146725134768E+01    1
    0.246996688842773438E+02    0.112419968311824192E+02    0.379874246677111838E+00    0.806791067123413086E+01    0.192925247354430167E+04   -0.196048757108416864E+37   -0.669711146725131989E+01    1
    0.300383312702178955E+03    0.137472240557394514E+02    0.281520634854661500E+00    0.868438601493835449E+01    0.961762831784073342E+03   -0.167439958839123600E+37   -0.669836146725130810E+01    1
    0.289284610748291016E+02   -0.571350756190583766E+02    0.123797464518390354E+01    0.687781810760498047E+01    0.599010463450120460E+04   -0.140890126211618535E+37   -0.669961146725131229E+01    1
    0.294053428173065186E+03   -0.610517342617307079E+02    0.863888114687188136E+02    0.644190073013305664E+01    0.618878015322993724E+04   -0.958958664313652119E+36   -0.670086146725129783E+01    1
    0.123702771663665771E+03   -0.329199771046953913E+02    0.995978149026544579E-01    0.948117256164550781E+01    0.421773658711709800E+03   -0.128548594899742488E+36   -0.670211146725128071E+01    1
    0.672778058052062988E+02    0.450495100767957695E+02    0.117475236897048472E+02    0.830832719802856445E+01    0.697432663292023335E+03   -0.562027055645234930E+35   -0.670336146725128135E+01    1
    0.937677097320556641E+02   -0.352795230866125280E+02    0.665825098711555263E+00    0.858295202255249023E+01    0.562767665870678343E+03   -0.667371370680681721E+34   -0.670461146725132195E+01    1
    0.321930570602416992E+03   -0.441125973742667696E+02    0.116051576562321768E+01    0.982593655586242676E+01    0.184945551026421441E+03   -0.527491326293661605E+34   -0.670586146725133059E+01    1
    0.323838157653808594E+03    0.313978909473105858E+02    0.130957083097458238E+01    0.889205813407897949E+01    0.315487135329425996E+03   -0.736970851043634862E+33   -0.670711146725132412E+01    1
