    0.197318916320800781E+03    0.474305645413272430E+02    0.166530061025711085E+02    0.272927659749984741E+01    0.576856681007562383E+04   -0.474986681938171351E+01   -0.299738755097833443E+11   -0.668461146725127175E+01    1
    0.812990856170654297E+02    0.426234320733635457E+02    0.666871196952576355E+02    0.217926657199859619E+01    0.599325743562809294E+04   -0.207015738487243661E+01   -0.163736024922403679E+11   -0.668586146725130259E+01    1
    0.804114031791687012E+02   -0.118465921883233420E+02    0.167264877399735013E+03    0.263078990578651428E+01    0.288052812397516982E+04   -0.444097217321395910E+01   -0.949232932577363396E+10   -0.668711146725128192E+01    1
    0.312512562274932861E+03   -0.395027985455942101E+02    0.118153100716349102E+01    0.273074215650558472E+01    0.818734176454477893E+04   -0.475216473340988177E+01   -0.796612113494085693E+10   -0.668836146725129232E+01    1
    0.781847405433654785E+02    0.235814933241561846E+02    0.249775120003986508E+02    0.252865809202194214E+01    0.540236076213775686E+04   -0.440826960802078283E+01   -0.646645813088844490E+10   -0.668961146725132405E+01    1
    0.210425541400909424E+03    0.343819501728980583E+02    0.613745451063946135E+01    0.191860145330429077E+01    0.724194918314635197E+04   -0.389380457401275670E+01   -0.226884887598242664E+10   -0.669086146725131048E+01    1
    0.485741186141967773E+02   -0.516803732441110739E+02    0.459131696431441472E+00    0.254750624299049377E+01    0.838258662958921923E+04   -0.490557476282119787E+01   -0.188493453914179516E+10   -0.669211146725130490E+01    1
    0.298969380855560303E+03   -0.152563663167160968E+02    0.442199051439319124E+01    0.245860898494720459E+01    0.462970767240767600E+04   -0.334584904909133929E+01   -0.186156335880337214E+10   -0.669336146725130110E+01    1
    0.224397017955780029E+03   -0.637779057782598287E+02    0.355741012377792813E+02    0.128435853123664856E+01    0.699825809902208493E+04   -0.415591491460800189E+01   -0.173076397640371990E+10   -0.669461146725131684E+01    1
    0.179404270648956299E+03   -0.792694152755397567E+02    0.249555428021002086E+03    0.256694152951240540E+01    0.119048129249367344E+04   -0.379808781147003183E+01   -0.137860537312714052E+10   -0.669586146725134768E+01    1
    0.150175724029541016E+03   -0.407223656236654676E+02    0.868777421208413188E+02    0.124149468541145325E+01    0.417714709929946821E+04   -0.352697914838790894E+01   -0.114324488861875939E+10   -0.669711146725131989E+01    1
    0.291447265148162842E+03   -0.221232757171785579E+02    0.172331363288348314E+03    0.712034136056900024E+00    0.392461579404468011E+04   -0.336105735301971453E+01   -0.654472553645046830E+09   -0.669836146725130810E+01    1
    0.250615482330322266E+03    0.361610119927706961E+02    0.508328647002802558E+01    0.222706890106201172E+01    0.347164326718880966E+04   -0.257551648616790763E+01   -0.517447545210572600E+09   -0.669961146725131229E+01    1
    0.190685276985168457E+03   -0.665546763578519744E+02    0.659270006757870175E+00    0.247910428047180176E+01    0.462790284394780701E+04   -0.170115280151367188E+01   -0.406728081756619990E+09   -0.670086146725129783E+01    1
    0.216688671112060547E+03    0.640038498670692206E+02    0.184148988111797287E+02    0.101307642459869385E+01    0.709655017054223026E+04   -0.421181143522262591E+01   -0.375808033916495204E+09   -0.670211146725128071E+01    1
    0.159567081928253174E+03   -0.514342617714200401E+01    0.641384823114604643E+02    0.859082221984863281E+00    0.412003030182229031E+04   -0.328428829908370989E+01   -0.362856661611451983E+09   -0.670336146725128135E+01    1
    0.129091651439666748E+03    0.373173365541848483E+02    0.304788218694745439E+02    0.130410602688789368E+01    0.640919294084337344E+04   -0.229969364404678345E+01   -0.253961404076449752E+09   -0.670461146725132195E+01    1
    0.185294423103332520E+03    0.918986622079066251E+01    0.673180217568444590E+02    0.154884606599807739E+00    0.937394235290715187E+04   -0.243694126605987549E+01   -0.213232446053247094E+09   -0.670586146725133059E+01    1
    0.298995602130889893E+03   -0.488029374764325539E+02    0.263425154948896676E+02    0.204159548878669739E+01    0.157791274302847910E+04   -0.228085212707519558E+01   -0.190791363017147690E+09   -0.670711146725132412E+01    1
    0.283714113235473633E+03   -0.882495699434151959E+01    0.286676074324434538E+01    0.205754229426383972E+01    0.337855125345557917E+04   -0.290860215425491342E+01   -0.172734393539786398E+09   -0.670836146725130700E+01    1
    0.252129771709442139E+03    0.177809330274189534E+02    0.351554678661696443E+02    0.105564120411872864E+01    0.285381919379289866E+04   -0.356643785238266009E+01   -0.167696110520633131E+09   -0.670961146725127477E+01    1
    0.107798559665679932E+03    0.236075797916435874E+02    0.326712264304806794E+02    0.283340880274772644E+01    0.146444704876401420E+04   -0.284396123886108398E+01   -0.130190429516928986E+09   -0.671086146725129939E+01    1
    0.165073871612548828E+03    0.466642645673415188E+02    0.809851253083432994E+02    0.138802108168601990E+01    0.213757706958677863E+04   -0.473003370761871356E+01   -0.128945688004817069E+09   -0.671211146725129915E+01    1
    0.166699440479278564E+03   -0.300247598272630256E+02    0.400390783255204639E+02    0.129008263349533081E+00    0.780050974840921845E+04   -0.207440140247344962E+01   -0.999354978526773155E+08   -0.671336146725130778E+01    1
    0.727002668380737305E+02    0.216292066931640505E+02    0.267394853619493389E+00    0.193931856751441956E+01    0.951872556709389210E+04   -0.427180525064468419E+01   -0.909352379649350494E+08   -0.671461146725133595E+01    1
    0.176368353366851807E+03   -0.107198288261742789E+02    0.454069553967520463E+02    0.800871849060058594E-01    0.713108597592777460E+04   -0.494154778718948329E+01   -0.860871183819609135E+08   -0.671586146725132238E+01    1
    0.140704650878906250E+03   -0.121494194889354787E+02    0.112143824088596289E+01    0.247570592164993286E+01    0.290825567094983035E+04   -0.442126957178115809E+01   -0.781699832132254839E+08   -0.671711146725131325E+01    1
    0.678405761718750000E+02    0.212795907253974974E+02    0.665348124625796657E+02    0.100181919336318970E+01    0.255632085789775783E+04   -0.368814886808395404E+01   -0.484128011535664573E+08   -0.671836146725132011E+01    1
    0.267627811431884766E+03   -0.483974791509936608E+02    0.604566968977570340E+00    0.204263564944267273E+01    0.379754666262389674E+04   -0.367276324033737200E+01   -0.468198263066426888E+08   -0.671961146725132163E+01    1
    0.674277520179748535E+02   -0.708060202592476173E+02    0.205006847721065441E+03   -0.844638168811798096E+00    0.511411387705755442E+04   -0.349411101341247576E+01   -0.414778805942465514E+08   -0.672086146725130096E+01    1
    0.183089582920074463E+03    0.136507349040446400E+02    0.750053510554045033E+02   -0.895367860794067383E-01    0.236625554169736097E+04   -0.314769991636276281E+01   -0.397314375349940732E+08   -0.672211146725129360E+01    1
    0.405812001228332520E+02   -0.598303952061361599E+02    0.271705526985821455E+00    0.224772164225578308E+01    0.395183585067617923E+04   -0.359138964414596540E+01   -0.386556658970006630E+08   -0.672336146725128625E+01    1
    0.108359613418579102E+03   -0.735648814399840489E+01    0.227494345540834928E+02    0.142705821990966797E+01    0.171368809565613810E+04   -0.343572365045547468E+01   -0.373916351159400493E+08   -0.672461146725131353E+01    1
    0.264018673896789551E+03    0.495881947760559001E+02    0.413286589079689204E+01    0.215155211091041565E+01    0.159191142635641881E+04   -0.194195388555526760E+01   -0.373368426592425331E+08   -0.672586146725135592E+01    1
    0.235581679344177246E+03    0.162252085111530846E+02    0.572020416244449379E+02    0.124529537558555603E+01    0.833118557868951598E+03   -0.323457460403442365E+01   -0.357833149980581403E+08   -0.672711146725134057E+01    1
    0.193374652862548828E+03    0.599863122489334444E+01    0.557388500133322324E+02    0.292343258857727051E+00    0.145628885442554906E+04   -0.435167007446289045E+01   -0.316944638535657004E+08   -0.672836146725132078E+01    1
    0.248018245697021484E+03    0.243192940914000246E+02    0.988675035301438356E+02    0.126774600148200989E+01    0.546773568556997134E+03   -0.174757941961288443E+01   -0.302906116599426083E+08   -0.672961146725133741E+01    1
    0.105462849140167236E+03   -0.710310879534472406E+01    0.259313155550407926E+01    0.238957670331001282E+01    0.189407492988733588E+04   -0.378361413478851327E+01   -0.278446772855222411E+08   -0.673086146725131940E+01    1
    0.329490880966186523E+03   -0.854986316214321107E+02    0.522953241658487555E+00    0.175282484292984009E+01    0.387998825927238659E+04   -0.211967531442642221E+01   -0.248981524329815544E+08   -0.673211146725131560E+01    1
    0.146428270339965820E+03    0.628582391801423057E+02    0.216453917823312537E+03   -0.600231260061264038E+00    0.459929909360906731E+04   -0.187158551216125479E+01   -0.244338422043932006E+08   -0.673336146725134910E+01    1
    0.186778757572174072E+03    0.755692866064989062E+02    0.511174212972596287E+01    0.285008168220520020E+01    0.121655404417054274E+04   -0.405494146347045881E+01   -0.220584117200886980E+08   -0.673461146725132576E+01    1
    0.246285066604614258E+03    0.765516765405962474E+02    0.224144079884928615E+01    0.228200966119766235E+01    0.185156805792935415E+04   -0.435904633998870850E+01   -0.180010562212419696E+08   -0.673586146725130686E+01    1
