    0.244489960670471191E+03    0.334480694515921329E+02    0.197971243365573812E+02    0.785439968109130859E+01    0.260687228159299502E+04   -0.232636642005455392E+39   -0.668461146725127175E+01    1
    0.125860211849212646E+03   -0.148700329984875452E+02    0.274201613481868519E-02    0.985834360122680664E+01    0.876089697096374721E+03   -0.119344365244749309E+39   -0.668586146725130259E+01    1
    0.273078253269195557E+03   -0.940909386353145294E+01    0.339151994683481082E-03    0.889254212379455566E+01    0.229671218509850587E+04   -0.554878606739125039E+38   -0.668711146725128192E+01    1
    0.121466667652130127E+03   -0.526687990083339841E+02    0.215823613166649380E+03    0.829677343368530273E+01    0.784530780946896812E+03   -0.232798074774093257E+37   -0.668836146725129232E+01    1
    0.164327981472015381E+03   -0.624001705080035265E+02    0.136072468781923950E-02    0.766784667968750000E+01    0.530216757205395879E+04   -0.119769371729138428E+37   -0.668961146725132405E+01    1
    0.220327978134155273E+03    0.225062523373183154E+02    0.193598331880867162E-01    0.722575306892395020E+01    0.685541141160092138E+04   -0.567198693760394163E+36   -0.669086146725131048E+01    1
    0.283898649215698242E+03   -0.634216937551932389E+02    0.730407119670051078E-03    0.775556564331054688E+01    0.408295123208952964E+04   -0.234113080047056262E+36   -0.669211146725130490E+01    1
    0.208160469532012939E+03    0.833125247429034630E+02    0.428164449363266328E+02    0.887002825736999512E+01    0.412227236574530423E+03   -0.143163100985286201E+36   -0.669336146725130110E+01    1
    0.269318397045135498E+03    0.501049970738015418E+02    0.498545544290855081E-04    0.744501233100891113E+01    0.887337964676591218E+04   -0.558713585336083681E+35   -0.669461146725131684E+01    1
    0.159951088428497314E+03    0.349885785497606463E+02    0.118719937263386788E-03    0.733730316162109375E+01    0.893835228233547423E+04   -0.377077798665166903E+35   -0.669586146725134768E+01    1
    0.237561492919921875E+03   -0.128808665471746480E+02    0.519738801529553669E+02    0.678180575370788574E+01    0.289220310413466359E+04   -0.314240977381873214E+35   -0.669711146725131989E+01    1
    0.698621249198913574E+02   -0.676817060670848036E+01    0.263334118924993454E+01    0.974849104881286621E+01    0.227441649090857510E+03   -0.252849005436031064E+35   -0.669836146725130810E+01    1
    0.381822752952575684E+02   -0.661868186848263633E+02    0.344576238278342544E+02    0.624726653099060059E+01    0.561460638164142438E+04   -0.146030959922016206E+35   -0.669961146725131229E+01    1
    0.292224483489990234E+03   -0.182772207003240226E+02    0.335490692382148495E+03    0.731652259826660156E+01    0.103761806382602208E+04   -0.752979999951426837E+34   -0.670086146725129783E+01    1
    0.253660647869110107E+03    0.531320330643348200E+02    0.760499766212800949E+02    0.866178035736083984E+01    0.336514348213058554E+03   -0.557337565464816409E+34   -0.670211146725128071E+01    1
    0.128647134304046631E+03    0.186089175837947636E+02    0.184422751305148291E-01    0.709112763404846191E+01    0.403249495748251275E+04   -0.359584474159725391E+34   -0.670336146725128135E+01    1
    0.196847105026245117E+03    0.300946555148667159E+02    0.113485371115636853E-03    0.915616989135742188E+01    0.827501701854027147E+03   -0.338632988913340954E+34   -0.670461146725132195E+01    1
    0.130149278640747070E+03    0.635741457590057450E+02    0.417478563252547197E+01    0.848526358604431152E+01    0.494780515880586563E+03   -0.327148588220389499E+34   -0.670586146725133059E+01    1
